Dm_FBgn,Dm_FBpp,name,CG,len
FBgn0000928,FBpp0070462,fs,CG2706,1042
FBgn0000927,FBpp0070463,fs,CG2707,696
FBgn0000520,FBpp0070465,dwg,CG2711,592
FBgn0024975,FBpp0070466,CG2712,CG2712,501
FBgn0040356,FBpp0070467,CG12498,CG12498,261
FBgn0003996,FBpp0070468,w,CG2759,687
FBgn0040384,FBpp0070469,CG32795,CG32795,387
FBgn0040384,FBpp0070470,CG32795,CG32795,387
FBgn0040384,FBpp0089092,CG32795,CG32795,387
FBgn0040384,FBpp0301615,CG32795,CG32795,387
FBgn0040384,FBpp0311478,CG32795,CG32795,387
FBgn0024980,FBpp0070471,Syx4,CG2715,333
FBgn0024980,FBpp0304772,Syx4,CG2715,257
FBgn0000376,FBpp0070472,crm,CG2714,982
FBgn0000376,FBpp0070473,crm,CG2714,982
FBgn0024973,FBpp0070475,CG2701,CG2701,735
FBgn0024998,FBpp0070476,CG2685,CG2685,552
FBgn0024995,FBpp0271787,CG2680,CG2680,305
FBgn0024994,FBpp0070478,Ugalt,CG2675,357
FBgn0024994,FBpp0271784,Ugalt,CG2675,368
FBgn0024994,FBpp0311754,Ugalt,CG2675,357
FBgn0024992,FBpp0070479,Spg7,CG2658,819
FBgn0024992,FBpp0311759,Spg7,CG2658,819
FBgn0000092,FBpp0070480,CG2650,CG2650,260
FBgn0025838,FBpp0070481,CG2652,CG2652,235
FBgn0011276,FBpp0070482,HLH3B,CG2655,376
FBgn0004647,FBpp0070483,N,CG3936,2703
FBgn0004647,FBpp0293201,N,CG3936,2703
FBgn0040396,FBpp0070484,CG3939,CG3939,135
FBgn0040396,FBpp0310197,CG3939,CG3939,135
FBgn0000479,FBpp0070493,dnc,CG32498,701
FBgn0000479,FBpp0070494,dnc,CG32498,642
FBgn0000479,FBpp0070495,dnc,CG32498,983
FBgn0000479,FBpp0070496,dnc,CG32498,814
FBgn0000479,FBpp0070497,dnc,CG32498,662
FBgn0000479,FBpp0070498,dnc,CG32498,521
FBgn0000479,FBpp0070485,dnc,CG32498,1209
FBgn0000479,FBpp0070487,dnc,CG32498,1070
FBgn0000479,FBpp0070488,dnc,CG32498,1057
FBgn0000479,FBpp0070489,dnc,CG32498,1070
FBgn0000479,FBpp0070491,dnc,CG32498,1068
FBgn0000479,FBpp0305504,dnc,CG32498,642
FBgn0000479,FBpp0305505,dnc,CG32498,703
FBgn0000479,FBpp0305506,dnc,CG32498,703
FBgn0000479,FBpp0305507,dnc,CG32498,1209
FBgn0000479,FBpp0305508,dnc,CG32498,715
FBgn0000479,FBpp0305509,dnc,CG32498,715
FBgn0002933,FBpp0070499,ng1,CG10781,107
FBgn0003374,FBpp0312344,Sgs4,CG12181,287
FBgn0029660,FBpp0070502,CG10801,CG10801,558
FBgn0029660,FBpp0303996,CG10801,CG10801,527
FBgn0029662,FBpp0070503,CG12206,CG12206,582
FBgn0029662,FBpp0070504,CG12206,CG12206,582
FBgn0029662,FBpp0070505,CG12206,CG12206,582
FBgn0029661,FBpp0070506,CG16781,CG16781,383
FBgn0029661,FBpp0302614,CG16781,CG16781,386
FBgn0029659,FBpp0070507,CG16782,CG16782,200
FBgn0029658,FBpp0070508,CG14269,CG14269,190
FBgn0029658,FBpp0304584,CG14269,CG14269,190
FBgn0029657,FBpp0070509,CG12535,CG12535,205
FBgn0029657,FBpp0310505,CG12535,CG12535,205
FBgn0029657,FBpp0304581,CG12535,CG12535,205
FBgn0029657,FBpp0304582,CG12535,CG12535,205
FBgn0029657,FBpp0304583,CG12535,CG12535,205
FBgn0029656,FBpp0070511,CG10793,CG10793,479
FBgn0003086,FBpp0070512,Pig1,CG10790,172
FBgn0010296,FBpp0070513,ng4,CG10789,57
FBgn0010295,FBpp0070514,ng3,CG10788,146
FBgn0010294,FBpp0070515,ng2,CG14266,112
FBgn0040393,FBpp0070516,CG14265,CG14265,119
FBgn0000644,FBpp0070517,Fcp3C,CG4015,282
FBgn0028746,FBpp0070518,CG18508,CG18508,99
FBgn0028746,FBpp0311752,CG18508,CG18508,99
FBgn0040355,FBpp0070521,CG3526,CG3526,229
FBgn0040355,FBpp0112237,CG3526,CG3526,221
FBgn0052793,FBpp0070525,CG32793,CG32793,826
FBgn0029642,FBpp0070526,CG3592,CG3592,249
FBgn0025645,FBpp0070527,CG3598,CG3598,272
FBgn0029643,FBpp0070528,CG14420,CG14420,293
FBgn0029644,FBpp0070529,CG14421,CG14421,238
FBgn0029645,FBpp0070530,CG14422,CG14422,294
FBgn0029646,FBpp0070531,CG14423,CG14423,305
FBgn0029647,FBpp0070532,CG17959,CG17959,148
FBgn0029648,FBpp0070533,CG3603,CG3603,249
FBgn0029648,FBpp0304769,CG3603,CG3603,249
FBgn0028369,FBpp0070534,kirre,CG3653,956
FBgn0028369,FBpp0070535,kirre,CG3653,956
FBgn0028369,FBpp0301278,kirre,CG3653,956
FBgn0028369,FBpp0301279,kirre,CG3653,956
FBgn0028369,FBpp0301280,kirre,CG3653,956
FBgn0028369,FBpp0301281,kirre,CG3653,956
FBgn0028369,FBpp0304768,kirre,CG3653,956
FBgn0029649,FBpp0070536,CG4116,CG4116,264
FBgn0029649,FBpp0304770,CG4116,CG4116,233
FBgn0003285,FBpp0070537,rst,CG4125,764
FBgn0003285,FBpp0310320,rst,CG4125,764
FBgn0025644,FBpp0070538,CG14424,CG14424,263
FBgn0029639,FBpp0070539,CG14419,CG14419,195
FBgn0040354,FBpp0070540,CG14418,CG14418,327
FBgn0040354,FBpp0304771,CG14418,CG14418,284
FBgn0040353,FBpp0070541,CG14417,CG14417,330
FBgn0040352,FBpp0070542,CG14416,CG14416,258
FBgn0029664,FBpp0070543,CG10802,CG10802,436
FBgn0029664,FBpp0303999,CG10802,CG10802,412
FBgn0029666,FBpp0070544,CG10803,CG10803,637
FBgn0029666,FBpp0304000,CG10803,CG10803,574
FBgn0029666,FBpp0304001,CG10803,CG10803,574
FBgn0029666,FBpp0304002,CG10803,CG10803,574
FBgn0029666,FBpp0304564,CG10803,CG10803,617
FBgn0029669,FBpp0070545,CG13021,CG13021,110
FBgn0029669,FBpp0070546,CG13021,CG13021,110
FBgn0052792,FBpp0298008,ppk8,CG32792,432
FBgn0052792,FBpp0298009,ppk8,CG32792,569
FBgn0044046,FBpp0070552,Ilp7,CG13317,159
FBgn0023215,FBpp0070553,Mnt,CG13316,582
FBgn0023215,FBpp0070554,Mnt,CG13316,582
FBgn0023215,FBpp0298278,Mnt,CG13316,790
FBgn0023215,FBpp0298279,Mnt,CG13316,583
FBgn0023215,FBpp0291035,Mnt,CG13316,790
FBgn0023215,FBpp0291036,Mnt,CG13316,582
FBgn0023215,FBpp0291037,Mnt,CG13316,789
FBgn0023215,FBpp0291038,Mnt,CG13316,581
FBgn0023215,FBpp0291039,Mnt,CG13316,790
FBgn0023215,FBpp0310175,Mnt,CG13316,716
FBgn0015286,FBpp0070557,Rala,CG2849,197
FBgn0015286,FBpp0070558,Rala,CG2849,201
FBgn0015286,FBpp0070559,Rala,CG2849,201
FBgn0023216,FBpp0298280,Parg,CG2864,723
FBgn0023216,FBpp0298281,Parg,CG2864,723
FBgn0029672,FBpp0070561,CG2875,CG2875,497
FBgn0029672,FBpp0070562,CG2875,CG2875,496
FBgn0029672,FBpp0305927,CG2875,CG2875,496
FBgn0052791,FBpp0070563,DIP,CG32791,554
FBgn0052791,FBpp0305928,DIP,CG32791,432
FBgn0052791,FBpp0305929,DIP,CG32791,554
FBgn0029667,FBpp0070564,Gas8,CG14271,479
FBgn0029667,FBpp0310144,Gas8,CG14271,454
FBgn0029667,FBpp0311223,Gas8,CG14271,479
FBgn0029665,FBpp0070565,CG14270,CG14270,191
FBgn0029663,FBpp0070566,CG10804,CG10804,682
FBgn0029663,FBpp0070567,CG10804,CG10804,662
FBgn0029663,FBpp0112979,CG10804,CG10804,726
FBgn0029663,FBpp0310504,CG10804,CG10804,662
FBgn0028491,FBpp0070581,CG2930,CG2930,803
FBgn0028491,FBpp0070582,CG2930,CG2930,810
FBgn0028491,FBpp0070583,CG2930,CG2930,810
FBgn0028491,FBpp0309176,CG2930,CG2930,815
FBgn0028491,FBpp0309177,CG2930,CG2930,810
FBgn0029681,FBpp0070585,CG15239,CG15239,493
FBgn0029686,FBpp0070586,Glos,CG2941,911
FBgn0029686,FBpp0311755,Glos,CG2941,911
FBgn0052786,FBpp0311141,CG32786,CG32786,911
FBgn0052783,FBpp0311142,CG32783,CG32783,911
FBgn0029687,FBpp0070589,Vap33,CG5014,269
FBgn0029687,FBpp0089169,Vap33,CG5014,235
FBgn0029687,FBpp0089170,Vap33,CG5014,269
FBgn0029687,FBpp0309607,Vap33,CG5014,269
FBgn0029690,FBpp0070594,CG6414,CG6414,583
FBgn0029690,FBpp0401489,CG6414,CG6414,583
FBgn0029689,FBpp0070595,CG6428,CG6428,631
FBgn0029688,FBpp0070596,lva,CG6450,2779
FBgn0029688,FBpp0309608,lva,CG6450,2779
FBgn0029685,FBpp0070597,CG2938,CG2938,862
FBgn0029685,FBpp0304661,CG2938,CG2938,862
FBgn0029685,FBpp0311756,CG2938,CG2938,862
FBgn0029694,FBpp0312488,CG15375,CG15375,233
FBgn0000221,FBpp0070606,brn,CG4934,325
FBgn0026084,FBpp0070608,cib,CG4944,97
FBgn0026084,FBpp0070607,cib,CG4944,129
FBgn0026084,FBpp0070609,cib,CG4944,129
FBgn0026084,FBpp0298035,cib,CG4944,129
FBgn0026084,FBpp0310070,cib,CG4944,129
FBgn0026085,FBpp0070610,dgt4,CG4865,188
FBgn0026085,FBpp0305385,dgt4,CG4865,188
FBgn0026085,FBpp0305386,dgt4,CG4865,188
FBgn0026083,FBpp0070611,tyf,CG4857,1911
FBgn0026083,FBpp0290153,tyf,CG4857,1911
FBgn0026083,FBpp0290346,tyf,CG4857,1667
FBgn0026083,FBpp0293709,tyf,CG4857,1667
FBgn0026083,FBpp0293710,tyf,CG4857,1667
FBgn0026083,FBpp0293711,tyf,CG4857,1911
FBgn0026083,FBpp0293712,tyf,CG4857,1911
FBgn0026083,FBpp0293713,tyf,CG4857,1667
FBgn0026083,FBpp0293714,tyf,CG4857,1667
FBgn0026083,FBpp0293715,tyf,CG4857,1667
FBgn0026083,FBpp0311757,tyf,CG4857,1911
FBgn0066114,FBpp0070612,GlcAT,CG32775,306
FBgn0029697,FBpp0070613,CG15570,CG15570,1357
FBgn0029701,FBpp0070614,CG12691,CG12691,150
FBgn0029702,FBpp0070615,CG15572,CG15572,485
FBgn0029706,FBpp0070620,CG3626,CG3626,939
FBgn0029707,FBpp0301044,CG12688,CG12688,94
FBgn0029705,FBpp0070622,CG12693,CG12693,425
FBgn0040907,FBpp0070623,mRpL33,CG3712,64
FBgn0002707,FBpp0070624,mei,CG3697,961
FBgn0002707,FBpp0310174,mei,CG3697,961
FBgn0040906,FBpp0070625,CG15579,CG15579,94
FBgn0040906,FBpp0311751,CG15579,CG15579,94
FBgn0029703,FBpp0070626,CG12692,CG12692,553
FBgn0029703,FBpp0311749,CG12692,CG12692,553
FBgn0040905,FBpp0070627,CG15578,CG15578,89
FBgn0040904,FBpp0070628,CG15577,CG15577,99
FBgn0029700,FBpp0070629,CG15576,CG15576,123
FBgn0052774,FBpp0297893,Muc4B,CG32774,496
FBgn0052774,FBpp0310173,Muc4B,CG32774,496
FBgn0041252,FBpp0070631,Femcoat,CG15573,201
FBgn0029696,FBpp0070632,CG15571,CG15571,152
FBgn0000635,FBpp0070633,Fas2,CG3665,873
FBgn0000635,FBpp0070634,Fas2,CG3665,773
FBgn0000635,FBpp0070635,Fas2,CG3665,811
FBgn0000635,FBpp0307830,Fas2,CG3665,844
FBgn0000635,FBpp0307832,Fas2,CG3665,859
FBgn0000635,FBpp0310127,Fas2,CG3665,885
FBgn0000635,FBpp0310128,Fas2,CG3665,832
FBgn0026080,FBpp0070636,Tip60,CG6121,541
FBgn0026080,FBpp0305387,Tip60,CG6121,473
FBgn0026080,FBpp0305388,Tip60,CG6121,541
FBgn0026079,FBpp0070637,Nsun2,CG6133,746
FBgn0004832,FBpp0070638,Xpac,CG6358,296
FBgn0029693,FBpp0070639,CG6379,CG6379,788
FBgn0029693,FBpp0309962,CG6379,CG6379,788
FBgn0000179,FBpp0070640,bi,CG3578,972
FBgn0000179,FBpp0303589,bi,CG3578,1023
FBgn0000179,FBpp0289835,bi,CG3578,972
FBgn0000179,FBpp0289836,bi,CG3578,972
FBgn0000179,FBpp0310169,bi,CG3578,971
FBgn0000179,FBpp0301040,bi,CG3578,974
FBgn0000179,FBpp0301041,bi,CG3578,970
FBgn0029708,FBpp0070642,CG3556,CG3556,595
FBgn0029708,FBpp0301042,CG3556,CG3556,595
FBgn0029709,FBpp0070643,CHOp24,CG3564,208
FBgn0029709,FBpp0310166,CHOp24,CG3564,208
FBgn0029710,FBpp0070644,CG3568,CG3568,508
FBgn0029712,FBpp0070645,CG15912,CG15912,246
FBgn0029714,FBpp0070646,CG3527,CG3527,252
FBgn0029716,FBpp0070647,CG3546,CG3546,630
FBgn0022768,FBpp0070653,Pp2C1,CG2984,1427
FBgn0022768,FBpp0310135,Pp2C1,CG2984,1427
FBgn0029715,FBpp0070666,CG11444,CG11444,215
FBgn0029715,FBpp0310167,CG11444,CG11444,215
FBgn0029713,FBpp0070667,CG11436,CG11436,465
FBgn0029711,FBpp0070669,Usf,CG17592,437
FBgn0029711,FBpp0301043,Usf,CG17592,437
FBgn0003210,FBpp0070670,rb,CG11427,1160
FBgn0003210,FBpp0310168,rb,CG11427,1160
FBgn0003210,FBpp0304569,rb,CG11427,1160
FBgn0011760,FBpp0070672,ctp,CG6998,89
FBgn0011760,FBpp0070674,ctp,CG6998,89
FBgn0011760,FBpp0070675,ctp,CG6998,89
FBgn0011760,FBpp0297908,ctp,CG6998,89
FBgn0011760,FBpp0423173,ctp,CG6998,267
FBgn0028325,FBpp0070679,Pdha,CG7010,443
FBgn0028325,FBpp0070676,Pdha,CG7010,399
FBgn0028325,FBpp0070677,Pdha,CG7010,399
FBgn0028325,FBpp0070678,Pdha,CG7010,328
FBgn0029722,FBpp0070680,CG7024,CG7024,479
FBgn0029727,FBpp0070683,CG6978,CG6978,479
FBgn0029729,FBpp0070684,CG12682,CG12682,237
FBgn0029730,FBpp0070685,boil,CG12681,450
FBgn0029733,FBpp0070689,CG6927,CG6927,524
FBgn0052772,FBpp0290219,CG32772,CG32772,520
FBgn0052772,FBpp0309724,CG32772,CG32772,374
FBgn0052772,FBpp0309725,CG32772,CG32772,520
FBgn0052772,FBpp0310137,CG32772,CG32772,374
FBgn0029737,FBpp0070691,CG6903,CG6903,576
FBgn0029737,FBpp0310139,CG6903,CG6903,576
FBgn0004368,FBpp0070692,Ptp4E,CG6899,1767
FBgn0004368,FBpp0070693,Ptp4E,CG6899,1607
FBgn0004368,FBpp0291007,Ptp4E,CG6899,1767
FBgn0004368,FBpp0291008,Ptp4E,CG6899,1767
FBgn0004368,FBpp0291010,Ptp4E,CG6899,1767
FBgn0004368,FBpp0310132,Ptp4E,CG6899,1615
FBgn0004368,FBpp0310133,Ptp4E,CG6899,1761
FBgn0029740,FBpp0289295,CG12680,CG12680,215
FBgn0029740,FBpp0310134,CG12680,CG12680,215
FBgn0061196,FBpp0070695,CG15468,CG15468,290
FBgn0029728,FBpp0070699,CG2861,CG2861,1893
FBgn0029728,FBpp0291247,CG2861,CG2861,808
FBgn0029728,FBpp0304591,CG2861,CG2861,1873
FBgn0029728,FBpp0304592,CG2861,CG2861,1873
FBgn0029726,FBpp0288876,CG15471,CG15471,128
FBgn0029726,FBpp0288877,CG15471,CG15471,128
FBgn0029725,FBpp0070702,CG2871,CG2871,408
FBgn0025679,FBpp0070703,Klf15,CG2932,311
FBgn0029724,FBpp0070704,CG15472,CG15472,301
FBgn0029745,FBpp0070709,Rpn13R,CG6789,324
FBgn0029746,FBpp0070710,CG15465,CG15465,422
FBgn0029746,FBpp0311010,CG15465,CG15465,422
FBgn0003449,FBpp0070716,snf,CG4528,216
FBgn0011761,FBpp0070717,dhd,CG4193,107
FBgn0011761,FBpp0311766,dhd,CG4193,107
FBgn0029753,FBpp0070718,CG4198,CG4198,477
FBgn0029753,FBpp0309416,CG4198,CG4198,476
FBgn0029755,FBpp0070719,Sas10,CG4202,428
FBgn0014024,FBpp0089396,Rnp4F,CG3312,941
FBgn0014024,FBpp0070720,Rnp4F,CG3312,941
FBgn0014024,FBpp0111789,Rnp4F,CG3312,941
FBgn0014024,FBpp0309418,Rnp4F,CG3312,941
FBgn0029754,FBpp0291095,CG15930,CG15930,513
FBgn0029752,FBpp0070722,TrxT,CG3315,157
FBgn0029752,FBpp0309419,TrxT,CG3315,157
FBgn0029751,FBpp0070724,CG17764,CG17764,272
FBgn0029750,FBpp0070725,CG3323,CG3323,749
FBgn0029747,FBpp0070726,CG5062,CG5062,581
FBgn0052767,FBpp0290216,CG32767,CG32767,1281
FBgn0052767,FBpp0290217,CG32767,CG32767,1281
FBgn0052767,FBpp0291328,CG32767,CG32767,1281
FBgn0052767,FBpp0291329,CG32767,CG32767,1281
FBgn0052767,FBpp0304145,CG32767,CG32767,1280
FBgn0052767,FBpp0304146,CG32767,CG32767,1281
FBgn0026751,FBpp0070730,XRCC1,CG4208,614
FBgn0010014,FBpp0070731,CanB,CG4209,170
FBgn0010014,FBpp0300667,CanB,CG4209,170
FBgn0029761,FBpp0289694,SK,CG10706,524
FBgn0029761,FBpp0303992,SK,CG10706,960
FBgn0029761,FBpp0303993,SK,CG10706,979
FBgn0029761,FBpp0303994,SK,CG10706,928
FBgn0029761,FBpp0291161,SK,CG10706,522
FBgn0029761,FBpp0291162,SK,CG10706,812
FBgn0029761,FBpp0291163,SK,CG10706,927
FBgn0029761,FBpp0291164,SK,CG10706,576
FBgn0029761,FBpp0291165,SK,CG10706,927
FBgn0029761,FBpp0291166,SK,CG10706,685
FBgn0029761,FBpp0310908,SK,CG10706,719
FBgn0029761,FBpp0310909,SK,CG10706,1174
FBgn0029761,FBpp0310910,SK,CG10706,771
FBgn0029761,FBpp0310911,SK,CG10706,1122
FBgn0029763,FBpp0070739,Usp16,CG4165,1126
FBgn0029763,FBpp0070738,Usp16,CG4165,1126
FBgn0029763,FBpp0070741,Usp16,CG4165,1126
FBgn0029763,FBpp0309403,Usp16,CG4165,1126
FBgn0029763,FBpp0309404,Usp16,CG4165,1126
FBgn0029765,FBpp0070742,CG16756,CG16756,152
FBgn0029766,FBpp0070743,CG15784,CG15784,554
FBgn0029766,FBpp0309402,CG15784,CG15784,554
FBgn0029768,FBpp0070744,SPR,CG16752,435
FBgn0029768,FBpp0311140,SPR,CG16752,435
FBgn0029768,FBpp0308828,SPR,CG16752,435
FBgn0029770,FBpp0070745,CG4151,CG4151,182
FBgn0029770,FBpp0311777,CG4151,CG4151,182
FBgn0029771,FBpp0070746,CG12730,CG12730,148
FBgn0029771,FBpp0311776,CG12730,CG12730,148
FBgn0026702,FBpp0070748,l,CG32763,857
FBgn0004687,FBpp0070749,Mlc,CG3201,147
FBgn0004687,FBpp0300803,Mlc,CG3201,153
FBgn0029778,FBpp0070750,RhoGAP5A,CG3208,440
FBgn0029778,FBpp0070751,RhoGAP5A,CG3208,494
FBgn0052762,FBpp0070757,CG32762,CG32762,200
FBgn0052762,FBpp0311778,CG32762,CG32762,200
FBgn0029769,FBpp0312021,frma,CG3239,611
FBgn0029769,FBpp0312022,frma,CG3239,611
FBgn0029762,FBpp0070763,NAAT1,CG3252,641
FBgn0029756,FBpp0070764,CG3309,CG3309,634
FBgn0029756,FBpp0311143,CG3309,CG3309,633
FBgn0028474,FBpp0070765,CG4119,CG4119,998
FBgn0028474,FBpp0309405,CG4119,CG4119,998
FBgn0029785,FBpp0070766,RpL35,CG4111,123
FBgn0029785,FBpp0070767,RpL35,CG4111,123
FBgn0029785,FBpp0311779,RpL35,CG4111,123
FBgn0003747,FBpp0070768,Gr5a,CG15779,444
FBgn0000394,FBpp0070770,cv,CG12410,257
FBgn0000394,FBpp0309406,cv,CG12410,257
FBgn0000394,FBpp0309407,cv,CG12410,257
FBgn0029791,FBpp0290305,CG4096,CG4096,1023
FBgn0029791,FBpp0290306,CG4096,CG4096,769
FBgn0029795,FBpp0070772,CG15773,CG15773,478
FBgn0029795,FBpp0300796,CG15773,CG15773,319
FBgn0029798,FBpp0070773,CG4078,CG4078,985
FBgn0029798,FBpp0304672,CG4078,CG4078,985
FBgn0029799,FBpp0070774,CG15772,CG15772,259
FBgn0029799,FBpp0308791,CG15772,CG15772,259
FBgn0029801,FBpp0070775,CG15771,CG15771,355
FBgn0029801,FBpp0311780,CG15771,CG15771,355
FBgn0029801,FBpp0292382,CG15771,CG15771,220
FBgn0029809,FBpp0070779,CG15767,CG15767,370
FBgn0029810,FBpp0070780,CG12239,CG12239,650
FBgn0029811,FBpp0070781,Cpr5C,CG4052,145
FBgn0029812,FBpp0070782,Prosbeta2R1,CG18341,307
FBgn0029814,FBpp0070783,CG15765,CG15765,873
FBgn0029814,FBpp0305154,CG15765,CG15765,873
FBgn0029816,FBpp0070784,CG12729,CG12729,233
FBgn0029817,FBpp0070785,CG15764,CG15764,293
FBgn0029817,FBpp0310140,CG15764,CG15764,293
FBgn0029820,FBpp0308971,CG16721,CG16721,494
FBgn0029820,FBpp0070786,CG16721,CG16721,494
FBgn0029820,FBpp0311473,CG16721,CG16721,494
FBgn0029821,FBpp0070789,CG4020,CG4020,494
FBgn0029821,FBpp0305934,CG4020,CG4020,494
FBgn0029822,FBpp0070790,CG12236,CG12236,553
FBgn0029822,FBpp0070791,CG12236,CG12236,510
FBgn0029823,FBpp0070792,Shmt,CG3011,537
FBgn0029823,FBpp0288674,Shmt,CG3011,467
FBgn0029823,FBpp0311477,Shmt,CG3011,467
FBgn0029819,FBpp0070793,Usp30,CG3016,558
FBgn0029819,FBpp0310141,Usp30,CG3016,558
FBgn0014340,FBpp0070794,mof,CG3025,827
FBgn0029818,FBpp0070795,GAA1,CG3033,674
FBgn0029813,FBpp0070797,AgmNAT,CG15766,216
FBgn0029807,FBpp0070798,CG3108,CG3108,1132
FBgn0029804,FBpp0070801,CG3097,CG3097,445
FBgn0013987,FBpp0070802,MAPk,CG3086,359
FBgn0013987,FBpp0070804,MAPk,CG3086,359
FBgn0013987,FBpp0292066,MAPk,CG3086,359
FBgn0013987,FBpp0300801,MAPk,CG3086,359
FBgn0029800,FBpp0070805,lin,CG15929,157
FBgn0029800,FBpp0308792,lin,CG15929,157
FBgn0261383,FBpp0070806,IntS6,CG3125,1284
FBgn0261383,FBpp0070807,IntS6,CG3125,1284
FBgn0261383,FBpp0304673,IntS6,CG3125,1284
FBgn0261383,FBpp0304674,IntS6,CG3125,1284
FBgn0261383,FBpp0304675,IntS6,CG3125,1284
FBgn0052758,FBpp0070808,CG32758,CG32758,531
FBgn0052758,FBpp0309512,CG32758,CG32758,430
FBgn0052758,FBpp0308608,CG32758,CG32758,443
FBgn0053080,FBpp0070809,CG33080,CG33080,925
FBgn0053080,FBpp0070810,CG33080,CG33080,725
FBgn0053080,FBpp0309736,CG33080,CG33080,844
FBgn0053080,FBpp0309737,CG33080,CG33080,725
FBgn0027564,FBpp0070811,CG3149,CG3149,556
FBgn0029789,FBpp0070812,PGAP1,CG3160,980
FBgn0046687,FBpp0070813,Tre1,CG3171,392
FBgn0046687,FBpp0309197,Tre1,CG3171,399
FBgn0046687,FBpp0300658,Tre1,CG3171,392
FBgn0015794,FBpp0070814,Rab18,CG3129,197
FBgn0029783,FBpp0070815,Sirt4,CG3187,229
FBgn0029783,FBpp0070816,Sirt4,CG3187,229
FBgn0029783,FBpp0070817,Sirt4,CG3187,312
FBgn0029824,FBpp0070823,CG3726,CG3726,676
FBgn0029824,FBpp0309797,CG3726,CG3726,682
FBgn0029825,FBpp0070824,CG12728,CG12728,477
FBgn0029825,FBpp0309798,CG12728,CG12728,477
FBgn0052756,FBpp0070825,CG32756,CG32756,459
FBgn0052756,FBpp0309960,CG32756,CG32756,459
FBgn0029826,FBpp0070826,CG6041,CG6041,308
FBgn0052755,FBpp0070827,CG32755,CG32755,315
FBgn0029827,FBpp0070828,CG6048,CG6048,362
FBgn0029828,FBpp0070829,CG6067,CG6067,307
FBgn0029830,FBpp0070830,Grip,CG14447,1058
FBgn0029830,FBpp0310059,Grip,CG14447,1057
FBgn0029830,FBpp0310060,Grip,CG14447,1057
FBgn0029831,FBpp0070831,CG5966,CG5966,540
FBgn0029831,FBpp0309959,CG5966,CG5966,436
FBgn0029833,FBpp0070832,MCTS1,CG5941,182
FBgn0029833,FBpp0293887,MCTS1,CG5941,182
FBgn0029834,FBpp0293888,CG5937,CG5937,2051
FBgn0029834,FBpp0293889,CG5937,CG5937,2051
FBgn0029835,FBpp0293885,CG5921,CG5921,829
FBgn0029835,FBpp0293886,CG5921,CG5921,886
FBgn0029835,FBpp0307915,CG5921,CG5921,728
FBgn0029843,FBpp0070837,Nep1,CG5905,849
FBgn0029843,FBpp0070838,Nep1,CG5905,849
FBgn0029843,FBpp0309046,Nep1,CG5905,849
FBgn0029843,FBpp0310420,Nep1,CG5905,849
FBgn0029849,FBpp0070839,Efr,CG3774,352
FBgn0029849,FBpp0070840,Efr,CG3774,352
FBgn0003514,FBpp0070842,sqh,CG3595,174
FBgn0003514,FBpp0308586,sqh,CG3595,174
FBgn0003514,FBpp0308587,sqh,CG3595,174
FBgn0003514,FBpp0308588,sqh,CG3595,174
FBgn0003514,FBpp0311461,sqh,CG3595,174
FBgn0029848,FBpp0070843,Btnd,CG3599,553
FBgn0040069,FBpp0070844,vanin,CG32754,558
FBgn0052751,FBpp0070845,CG32751,CG32751,517
FBgn0052751,FBpp0309511,CG32751,CG32751,525
FBgn0052750,FBpp0070846,CG32750,CG32750,523
FBgn0026060,FBpp0070849,Mipp2,CG4317,453
FBgn0029840,FBpp0305180,raptor,CG4320,1621
FBgn0029840,FBpp0311819,raptor,CG4320,1621
FBgn0029839,FBpp0070851,CG4660,CG4660,261
FBgn0029838,FBpp0070852,CG4666,CG4666,193
FBgn0029838,FBpp0311824,CG4666,CG4666,193
FBgn0029837,FBpp0070853,Tsp5D,CG4690,283
FBgn0029837,FBpp0112958,Tsp5D,CG4690,283
FBgn0029837,FBpp0303596,Tsp5D,CG4690,287
FBgn0003302,FBpp0070854,rux,CG4336,335
FBgn0003302,FBpp0298289,rux,CG4336,335
FBgn0029003,FBpp0070855,mab,CG4746,365
FBgn0027546,FBpp0070856,CG4766,CG4766,368
FBgn0005390,FBpp0070857,fs,CG4790,1836
FBgn0029851,FBpp0070858,CG14445,CG14445,336
FBgn0029851,FBpp0111867,CG14445,CG14445,316
FBgn0029851,FBpp0308579,CG14445,CG14445,362
FBgn0029851,FBpp0308580,CG14445,CG14445,356
FBgn0015818,FBpp0070859,Spx,CG3780,347
FBgn0029853,FBpp0070860,CG3781,CG3781,221
FBgn0028982,FBpp0070861,Spt6,CG12225,1831
FBgn0028982,FBpp0309041,Spt6,CG12225,1831
FBgn0029857,FBpp0070862,wuho,CG15897,424
FBgn0029858,FBpp0070863,mldr,CG15896,544
FBgn0029858,FBpp0293947,mldr,CG15896,544
FBgn0029861,FBpp0070864,CG3815,CG3815,878
FBgn0029863,FBpp0070865,CG3823,CG3823,295
FBgn0029864,FBpp0070866,CG15894,CG15894,1543
FBgn0029864,FBpp0111868,CG15894,CG15894,1598
FBgn0029864,FBpp0308817,CG15894,CG15894,1536
FBgn0029864,FBpp0308818,CG15894,CG15894,1493
FBgn0029866,FBpp0070868,CG3842,CG3842,406
FBgn0029866,FBpp0070869,CG3842,CG3842,406
FBgn0029866,FBpp0303811,CG3842,CG3842,406
FBgn0029866,FBpp0303812,CG3842,CG3842,406
