HUGO_name,len,Hs_uniprot_code
A0A2R8YCV2,55,A0A2R8YCV2
A0A2R8YD15,34,A0A2R8YD15
TJP2,1319,A0A2R8YDH4
A0A2R8YDH7,22,A0A2R8YDH7
A0A2R8YDQ0,599,A0A2R8YDQ0
A0A2R8YE69,777,A0A2R8YE69
A0A2R8YE73,343,A0A2R8YE73
OR5BS1P,311,A0A2R8YED5
OR2A1,307,A0A2R8YEG4
A0A2R8YEH3,307,A0A2R8YEH3
CHN2,543,A0A2R8YEI5
TMEM155,63,A0A2R8YEN4
OR2A42,307,A0A2R8YEV3
A0A2R8YEY8,1010,A0A2R8YEY8
A0A2R8YF50,600,A0A2R8YF50
A0A2R8YFB7,477,A0A2R8YFB7
A0A2R8YFF1,641,A0A2R8YFF1
OOSP4A,184,A0A2R8YFL7
OOSP3,193,A0A2R8YFM6
A0A2R8YFR7,1487,A0A2R8YFR7
A0A2R8YFX0,339,A0A2R8YFX0
INKA2,282,A0A2R8YG70
A0A2R9YJI8,180,A0A2R9YJI8
A0A2U3TZJ3,80,A0A2U3TZJ3
ALDOA,278,A0A2U3TZM8
A0A2U3TZR1,142,A0A2U3TZR1
TRBV4-2,114,A0A539
TRBV3-1,114,A0A576
TRBV4-1,114,A0A577
TRBV5-1,114,A0A578
TRBV11-2,115,A0A584
TRBV4-3,114,A0A589
TRBV5-5,114,A0A597
TRBV5-6,114,A0A599
TRBV5-8,114,A0A5A2
TRBV11-3,115,A0A5A6
TRBV14,115,A0A5B0
TRBV28,114,A0A5B6
TRBV29-1,111,A0A5B7
TRBC2,178,A0A5B9
KANSL1L,987,A0AUZ9
SLC12A8,714,A0AV02
RBM47,593,A0AV96
TTC26,554,A0AVF1
FER1L5,2057,A0AVI2
TMEM129,362,A0AVI4
E2F8,867,A0AVK6
UBA6,1052,A0AVT1
ESYT2,921,A0FGR8
ESYT3,886,A0FGR9
TRAV38-2DV8,116,A0JD32
TRDV2,115,A0JD36
TRDV3,113,A0JD37
MED19,244,A0JLT2
UHRF1BP1L,1464,A0JNW5
POTEB3,581,A0JP26
IGLC7,106,A0M8Q6
SHTN1,631,A0MZ66
TRAJ40,20,A0N4X2
TRAJ34,19,A0N4X5
TRAJ14,17,A0N4Z3
TRAJ10,21,A0N4Z7
TRAJ9,20,A0N4Z8
PLSCR5,271,A0PG75
DHRS12,317,A0PJE2
SLC5A10,596,A0PJK1
TMEM223,202,A0PJW6
DAPL1,107,A0PJW8
CIB4,185,A0PJX0
TLDC2,215,A0PJX2
SHISA3,238,A0PJX4
TMEM82,343,A0PJX8
FEZF1,475,A0PJY2
ANKRD20A5P,165,A0PJZ0
GXYLT2,443,A0PJZ3
TMEM120B,339,A0PK00
TMEM72,275,A0PK05
CLRN2,232,A0PK11
TMEM30CP,113,A0ZSE6
PQLC2L,135,A1A4F0
LNP1,178,A1A4G5
ARHGAP10,786,A1A4S6
CCDC189,331,A1A4V9
IRGM,181,A1A4Y4
FAM170A,330,A1A519
KRTAP23-1,65,A1A580
ANO9,782,A1A5B4
SLC22A23,686,A1A5C7
BICDL2,508,A1A5D9
ODAM,279,A1E959
ARHGEF37,675,A1IGU5
FAM168B,195,A1KXE4
PXDNL,1463,A1KZ92
MEX3A,520,A1L020
ILVBL,632,A1L0T0
TSPAN11,253,A1L157
ERICH2,156,A1L162
UBE2QL1,161,A1L167
C20orf202,122,A1L168
C1orf226,272,A1L170
NDUFAF8,74,A1L188
SYCE3,88,A1L190
IGSF23,192,A1L1A6
PLEKHG3,1219,A1L390
ELOVL7,281,A1L3X0
MT1DP,49,A1L3X4
GAGE12B,117,A1L429
NUTM2F,756,A1L443
PRSS38,326,A1L453
SSC5D,1573,A1L4H1
FSD2,749,A1L4K1
PLAC8L1,177,A1L4L8
A1L4Q6,167,A1L4Q6
SH3PXD2B,911,A1X283
FAM92A,289,A1XBS5
ZBTB7C,619,A1YPR0
MACROD2,425,A1Z1Q3
ZC3H12D,527,A2A288
SERTM1,107,A2A2V5
FRMD3,597,A2A2Y4
ANKRD18B,1011,A2A2Z9
MAGEB16,324,A2A368
PTPDC1,754,A2A3K4
TTC24,582,A2A3L6
PIPSL,862,A2A3N6
BCLAF3,711,A2AJT9
DYTN,578,A2CJ06
CCDC78,438,A2IDD5
IGKV2-29,120,A2NJV5
HFM1,1435,A2PYH4
ZNF320,509,A2RRD8
WDR27,827,A2RRH5
TMEM213,107,A2RRL7
NBAS,2371,A2RRP1
TARSL2,802,A2RTX5
HEATR9,570,A2RTY3
TMEM218,115,A2RU14
TESPA1,521,A2RU30
C9orf170,121,A2RU37
SMCO3,225,A2RU48
HYKK,373,A2RU49
HMX2,273,A2RU54
FAM234B,622,A2RU67
MEIOC,952,A2RUB1
CCDC66,948,A2RUB6
TYW5,315,A2RUC4
XKRY2,117,A2RUG3
MYBPHL,354,A2RUH7
C17orf102,167,A2RUQ5
CCDC144A,1427,A2RUR9
DENND3,1198,A2RUS2
TMEM89,159,A2RUT3
CLPSL1,121,A2RUU4
DCDC2B,349,A2VCK2
FUOM,154,A2VDF0
TMEM131L,1609,A2VDJ0
SSPO,5150,A2VEC9
OR2M5,312,A3KFT3
VWA8,1905,A3KMH1
GPX6,72,A3KN74
SBNO1,1393,A3KN83
PRAMEF22,481,A3QJZ6
PRAMEF27,478,A3QJZ7
LAMB4,1761,A4D0S4
C7orf66,115,A4D0T2
SMIM30,59,A4D0T7
CPED1,1026,A4D0V7
C7orf77,90,A4D0Y5
ISPD,451,A4D126
FAM221A,298,A4D161
C7orf71,169,A4D174
GSAP,854,A4D1B5
ZNF804B,1349,A4D1E1
GTPBP10,387,A4D1E9
LRRD1,860,A4D1F6
A4D1N5,150,A4D1N5
WDR91,747,A4D1P6
KLRG2,409,A4D1S0
RAB19,217,A4D1S5
PRSS37,235,A4D1T9
LCHN,455,A4D1U4
GRIFIN,144,A4D1Z8
BLACE,179,A4D250
CDC14C,447,A4D256
SPATA48,438,A4D263
MBLAC1,266,A4D2B0
PMS2P1,440,A4D2B8
OR2A25,310,A4D2G3
CTAGE15,777,A4D2H0
GRID2IP,1211,A4D2P6
MTMR11,709,A4FU01
CTAGE9,777,A4FU28
SH3D21,640,A4FU49
EFCAB5,1503,A4FU69
EME2,379,A4GXA9
SLC35F4,521,A4IF30
C5orf49,147,A4QMS7
LINC01553,128,A4QN01
LRP5L,252,A4QPB2
PI4KAP2,592,A4QPH2
XIRP2,3374,A4UGR9
POTEF,1075,A5A3E0
FITM1,292,A5D6W6
CLEC18A,446,A5D8T8
VPS37C,355,A5D8V6
CCDC151,595,A5D8V7
CFAP69,941,A5D8W1
PSMB11,300,A5LHX3
PSD,1024,A5PKW4
KRBA1,1030,A5PL33
RGSL1,1076,A5PLK6
ANKRD34B,514,A5PLL1
TMEM189,270,A5PLL7
FAM149A,773,A5PLN7
TRAPPC13,417,A5PLN9
HTR3E,456,A5X5Y0
CNOT1,2376,A5YKK6
ARHGEF35,484,A5YM69
CARNS1,827,A5YM72
MEGF11,1044,A6BM72
CDHR4,788,A6H8M9
BDP1,2624,A6H8Y1
FAM221B,402,A6H8Z2
C5orf63,138,A6NC05
DPPA5,116,A6NC42
TMEM150B,233,A6NC51
ANKRD62,917,A6NC57
RBAKDN,111,A6NC62
GOLGA8IP,632,A6NC78
PINLYP,204,A6NC86
FAM172BP,362,A6NC97
CCDC88B,1476,A6NC98
GOLGA8O,632,A6NCC3
MAP1LC3B2,125,A6NCE7
KLHL33,533,A6NCF5
MAGEA13P,341,A6NCF6
VWA3A,1184,A6NCI4
LINC00862,91,A6NCI5
C2orf78,922,A6NCI8
C19orf71,209,A6NCJ1
TRIM43B,446,A6NCK2
GMNC,334,A6NCL1
LRCOL1,159,A6NCL2
ANKRD33B,494,A6NCL7
IQCA1L,818,A6NCM1
KRT87P,255,A6NCN2
TEX52,305,A6NCN8
RNF222,220,A6NCQ9
NKX2-6,301,A6NCS4
C2orf72,295,A6NCS6
OR6C74,312,A6NCV1
USP17L3,530,A6NCW0
FAM231BP,169,A6NCW3
USP17L4,530,A6NCW7
IZUMO1R,250,A6ND01
FAM83G,823,A6ND36
OR14I1,311,A6ND48
ASPDH,283,A6ND91
LRIT2,550,A6NDA9
PALM3,673,A6NDB9
SYNDIG1L,238,A6NDD5
RBMY1B,496,A6NDE4
GAGE12H,117,A6NDE8
PGP,321,A6NDG6
OR5H15,313,A6NDH6
TRIM49B,452,A6NDI0
GOLGA6C,693,A6NDK9
METTL21EP,271,A6NDL7
OR6C68,312,A6NDL8
GOLGA6B,693,A6NDN3
A6NDN8,102,A6NDN8
MYADML2,307,A6NDP7
MEIS3P1,274,A6NDR6
TBC1D3B,549,A6NDS4
C5orf51,294,A6NDU8
TMEM8B,472,A6NDV4
A6NDX4,124,A6NDX4
ZNF840P,716,A6NDX5
PABPN1L,278,A6NDY0
FAM90A10P,464,A6NDY2
MBD3L4,208,A6NDZ8
FAM186A,2351,A6NE01
BTBD17,478,A6NE02
FAM90A18P,464,A6NE21
WDR97,1622,A6NE52
MBD3L3,208,A6NE82
NPEPPSL1,478,A6NEC2
RCCD1,376,A6NED2
A6NED7,52,A6NED7
PLEKHD1,506,A6NEE1
GOLGA6L4,574,A6NEF3
TMEM247,219,A6NEH6
ZNF503-AS2,195,A6NEH8
ARRDC5,342,A6NEK1
SOWAHB,793,A6NEL2
FAM86C2P,165,A6NEL3
GOLGA6L9,432,A6NEM1
CXorf65,183,A6NEN9
RBMY1E,496,A6NEQ0
FAM181B,426,A6NEQ2
TBC1D3F,549,A6NER0
GAGE12J,117,A6NER3
MROH2A,1674,A6NES4
OR5K3,321,A6NET4
PRR23A,266,A6NEV1
FAM90A16P,464,A6NEW6
GOLGA6L3,463,A6NEY3
PRORSD1P,169,A6NEY8
POM121B,834,A6NF01
ANTXRL,631,A6NF34
CCDC182,153,A6NF36
NUPR2,97,A6NF83
OR6C6,314,A6NF89
FAM205C,338,A6NFA0
TRABD2B,517,A6NFA1
TMEM235,223,A6NFC5
OR2W5,320,A6NFC9
HELT,242,A6NFD8
SMCO2,343,A6NFE2
EFCAB10,127,A6NFE3
NAP1L6,107,A6NFF2
FABP12,140,A6NFH5
ZNF316,1004,A6NFI3
GRXCR2,248,A6NFK2
RBFOX3,312,A6NFN3
ANKUB1,502,A6NFN9
TCAF2,919,A6NFQ2
DPRX,191,A6NFQ7
C5orf60,353,A6NFR6
CFAP73,308,A6NFT4
FAM187A,413,A6NFU0
PGPEP1L,196,A6NFU8
MFSD2B,504,A6NFX1
NEMP2,417,A6NFY4
SDHAF1,115,A6NFY7
FAM24A,105,A6NFZ4
MGAT4D,374,A6NG13
TMEM202,273,A6NGA9
TMEM191C,347,A6NGB0
TMEM221,291,A6NGB7
WIPF3,483,A6NGB9
TLCD2,264,A6NGC4
ZSCAN5C,496,A6NGD5
DCAF8L1,600,A6NGE4
URAD,173,A6NGE7
C9orf92,77,A6NGG3
PCARE,1288,A6NGG8
CCDC160,325,A6NGH7
ANKRD61,418,A6NGH8
TRIM64,449,A6NGJ6
GAGE10,116,A6NGK3
PRAMEF25,478,A6NGN4
IGLON5,336,A6NGN9
OOEP,149,A6NGQ2
MROH6,719,A6NGR9
ERICH4,130,A6NGS2
GGT3P,568,A6NGU5
LINC01546,62,A6NGU7
STRCP1,1772,A6NGW2
FRG2C,282,A6NGY1
C5orf52,159,A6NGY3
OR51F1,319,A6NGY5
SMIM9,99,A6NGZ8
OR2T8,312,A6NH00
GLTPD2,291,A6NH11
DNAJC9-AS1,148,A6NH13
SERINC4,518,A6NH21
TVP23A,213,A6NH52
ARL5C,179,A6NH57
OR4C46,309,A6NHA9
CAPN8,703,A6NHC0
DDTL,134,A6NHG4
OR5H14,310,A6NHG9
ZNF860,632,A6NHJ4
TUBAL3,446,A6NHL2
MOXD2P,499,A6NHM9
OTOL1,477,A6NHN0
NPIPB15,443,A6NHN6
SPDYE2B,402,A6NHP3
FBLL1,334,A6NHQ2
EPOP,379,A6NHQ4
FAM47DP,397,A6NHR8
SMCHD1,2005,A6NHR9
A6NHS1,94,A6NHS1
MANSC4,340,A6NHS7
HMX3,357,A6NHT5
CASTOR2,329,A6NHX0
ANKDD1B,528,A6NHY2
C9orf118,69,A6NHY6
LRRC14B,514,A6NHZ5
TRIM64B,449,A6NI03
MSGN1,193,A6NI15
ARHGAP42,874,A6NI28
POTEM,508,A6NI47
CCDC154,674,A6NI56
MYMK,221,A6NI61
NCF1B,391,A6NI72
LILRA5,299,A6NI73
CCDC69,296,A6NI79
GOLGA6L10,522,A6NI86
CBY3,242,A6NI87
RRN3P2,340,A6NIE6
PRSS29P,313,A6NIE9
UNC119B,251,A6NIH7
FAM90A20P,464,A6NIJ5
OR6C70,312,A6NIJ9
LRRC10B,292,A6NIK2
CRYM-AS1,109,A6NIL9
SLC15A5,579,A6NIM6
RNF227,190,A6NIN4
AGAP5,686,A6NIR3
LINC01549,74,A6NIU2
LRRIQ4,560,A6NIV6
WTIP,430,A6NIX2
SPDYE5,402,A6NIY4
A6NIZ1,184,A6NIZ1
MBD3L5,208,A6NJ08
NKX6-3,265,A6NJ46
A6NJ64,397,A6NJ64
IGIP,53,A6NJ69
METTL15,407,A6NJ78
SAGE2P,616,A6NJ88
PRR19,356,A6NJB7
SOWAHD,315,A6NJG2
ARGFX,315,A6NJG6
C11orf86,115,A6NJI1
LRRC72,287,A6NJI9
C19orf67,358,A6NJJ6
ZSCAN5B,495,A6NJL1
FAM90A8P,464,A6NJQ4
A6NJR5,290,A6NJR5
UNCX,531,A6NJT0
NPIPB13,1138,A6NJU9
C2orf70,201,A6NJV1
LRRC3C,275,A6NJW4
CD8B2,211,A6NJW9
SLC9B1P1,282,A6NJY1
A6NJY4,79,A6NJY4
OR6C65,312,A6NJZ3
RIMBP3C,1639,A6NJZ7
TRIM75P,468,A6NK02
ACOD1,481,A6NK06
GLOD5,160,A6NK44
ZNF233,670,A6NK53
LIPT2,231,A6NK58
ASB14,587,A6NK59
ZNF98,572,A6NK75
RASSF10,507,A6NK89
SLC22A20P,555,A6NK97
PCNX2,2137,A6NKB5
FAM90A7P,464,A6NKC0
SH2D7,451,A6NKC9
TSPY2,308,A6NKD2
CCDC85C,419,A6NKD9
SAC3D1,404,A6NKF1
ARID3C,412,A6NKF2
TMEM88B,163,A6NKF7
RTL1,1358,A6NKG5
RPL37AP8,93,A6NKH3
OR5H1,313,A6NKK0
TMEM200C,621,A6NKL6
PCP4L1,68,A6NKN8
SDR42E2,422,A6NKP2
CGB1,187,A6NKQ9
RGPD3,1758,A6NKT7
SPDYE3,549,A6NKU9
SHISAL2B,160,A6NKW6
FAM223B,122,A6NKX1
SLC22A31,556,A6NKX4
FAM74A7,159,A6NL05
OR6C75,312,A6NL08
OR5B21,309,A6NL26
A6NL46,340,A6NL46
FAM183A,134,A6NL82
SHISA7,538,A6NL88
AQP7P3,342,A6NL99
C3orf70,250,A6NLC5
A6NLC8,198,A6NLC8
SMIM23,172,A6NLE4
ELOA3D,546,A6NLF2
TRIM64C,450,A6NLI5
C2CD4B,364,A6NLJ0
TTC36,189,A6NLP5
RFPL4A,287,A6NLU0
VSTM2B,285,A6NLU5
DUXA,204,A6NLW8
SPDYE4,237,A6NLX3
TMEM210,147,A6NLX4
OR2AG2,316,A6NM03
AQP12B,295,A6NM10
LRRC37A2,1700,A6NM11
ZFP92,416,A6NM28
LRRC30,301,A6NM36
CCT8L1P,557,A6NM43
CLDN24,220,A6NM45
LRRC53,1247,A6NM62
LINC01548,108,A6NM66
OR6C76,312,A6NM76
TRPC5OS,111,A6NMA1
SIGLEC16,481,A6NMB1
FIGNL2,653,A6NMB9
IFITM10,228,A6NMD0
GOLGA8J,632,A6NMD2
CPSF4L,179,A6NMK7
INSYN2B,535,A6NMK8
TMEM212,194,A6NML5
FAM170B,283,A6NMN3
OR5K4,321,A6NMS3
LRRC37A,1700,A6NMS7
DBX1,343,A6NMT0
OR52A4P,304,A6NMU1
EIF4E1B,242,A6NMX2
ANXA2P2,339,A6NMY6
SNTN,147,A6NMZ2
OR4C45,311,A6NMZ5
COL6A6,2263,A6NMZ7
A6NN06,94,A6NN06
ZNF729,1252,A6NN14
GOLGA8CP,597,A6NN73
C2orf81,582,A6NN90
GJE1,205,A6NN92
SRRM3,597,A6NNA2
DRGX,263,A6NNA5
IFITM5,132,A6NNB3
A6NNC1,897,A6NNC1
OR2AT4,320,A6NND4
MARCH11,402,A6NNE9
ZNF726,738,A6NNF4
FAM90A27P,459,A6NNH2
FAM90A9P,464,A6NNJ1
NUTM2B,878,A6NNL0
C15orf61,157,A6NNL5
RIMBP3B,1639,A6NNM3
TTLL13P,815,A6NNM8
SLC38A8,435,A6NNN8
CCDC169,214,A6NNP5
DHRS7C,312,A6NNS2
C16orf96,1141,A6NNT2
SPDYE16,312,A6NNV3
ENO4,628,A6NNW6
RIIAD1,92,A6NNX1
USP27X,438,A6NNY8
A6NNZ2,444,A6NNZ2
ZNF716,495,A6NP11
ZAR1L,321,A6NP61
TTLL8,850,A6PVC2
NCBP2L,153,A6PVI3
KNCN,124,A6PVL3
LRRIQ3,624,A6PVS8
FAM177B,158,A6PVY3
BTBD11,1104,A6QL63
ANKRD36,1941,A6QL64
YJEFN3,299,A6XGL0
GOLGA8A,631,A7E2F4
ANKRD30BL,258,A7E2S9
C4orf47,309,A7E2U8
ZSWIM8,1837,A7E2V4
MYH7B,1983,A7E2Y1
ARHGAP32,2087,A7KAX9
DISP2,1401,A7MBM2
TBKBP1,615,A7MCY6
SRRM4,611,A7MD48
SOBP,873,A7XYQ1
POM121C,1229,A8CG34
LINC00473,186,A8K010
ZNF839,811,A8K0R7
MEIS3P2,358,A8K0S8
WASHC1,465,A8K0Z3
A2ML1,1454,A8K2U0
CD300LB,201,A8K4G0
ZNF815P,130,A8K554
C15orf62,175,A8K5M9
CLCA1,914,A8K7I4
COLCA2,154,A8K830
EFCAB7,629,A8K855
SFI1,1242,A8K8P3
ZNF785,405,A8K8V0
ERI2,691,A8K979
HSPB2-C11orf52,182,A8KAH6
DDX11L8,907,A8MPP1
YDJC,323,A8MPS7
PP2D1,630,A8MPX8
GABRR3,467,A8MPY1
CYSRT1,144,A8MQ03
PMS2P5,134,A8MQ11
ZNF850,1090,A8MQ14
NEURL1B,555,A8MQ27
C17orf51,221,A8MQB3
GOLGA8B,603,A8MQT2
NPIPB5,1133,A8MRT5
LYRM9,78,A8MSI8
TMEM110-MUSTN1,372,A8MSY1
RHPN2P1,583,A8MT19
SYCE1L,242,A8MT33
ZNF891,544,A8MT65
A8MT66,165,A8MT66
CENPX,81,A8MT69
ZBBX,800,A8MT70
FAM166B,275,A8MTA8
CEACAM18,384,A8MTB9
PRSS47,375,A8MTI9
GNAT3,354,A8MTJ3
FOXI3,420,A8MTJ6
IQCF5,148,A8MTL0
RNF212B,300,A8MTL3
HMSD,139,A8MTL9
NOTO,251,A8MTQ0
CEBPZOS,80,A8MTT3
A8MTW9,85,A8MTW9
ZNF724,619,A8MTY0
KRTAP9-7,169,A8MTY7
BBIP1,92,A8MTZ0
C12orf71,269,A8MTZ7
A8MU10,97,A8MU10
SMTNL1,457,A8MU46
A8MU76,341,A8MU76
C17orf100,118,A8MU93
A8MUA0,341,A8MUA0
PDZK1P1,402,A8MUH7
A8MUI8,341,A8MUI8
USP17L5,530,A8MUK1
ADARB2-AS1,147,A8MUL3
LGALS16,142,A8MUM7
A8MUN3,132,A8MUN3
CSKMT,240,A8MUP2
GSG1L2,293,A8MUP6
FABP5P3,101,A8MUU1
A8MUU9,505,A8MUU9
ZNF727,499,A8MUV8
KRTAP16-1,517,A8MUX0
ZNF705G,300,A8MUZ8
SERPINE3,424,A8MV23
C17orf98,154,A8MV24
MPTX1,137,A8MV57
VGLL3,326,A8MV65
A8MV72,311,A8MV72
HIGD1C,97,A8MV81
KRTAP9-6,160,A8MVA2
A8MVJ9,347,A8MVJ9
A8MVM7,634,A8MVM7
ZNF705F,300,A8MVS1
HIDE1,230,A8MVS5
NCF1C,366,A8MVU1
FAM171A2,826,A8MVW0
HEPACAM2,462,A8MVW5
ARHGEF33,844,A8MVX0
BTNL10,291,A8MVZ5
PHF20L1,1017,A8MW92
BECN2,431,A8MW95
MEI4,385,A8MW99
ZNF705E,300,A8MWA4
FAM90A22P,464,A8MWA6
SNRPGP15,76,A8MWD9
EFCAB8,144,A8MWE9
FADS2P1,482,A8MWK0
A8MWL6,223,A8MWL6
TMEM14DP,114,A8MWL7
A8MWP4,228,A8MWP4
A8MWP6,167,A8MWP6
SMIM34A,139,A8MWV9
WASH4P,477,A8MWX3
KIAA1324L,1029,A8MWY0
FAM90A12P,464,A8MX19
KRTAP29-1,341,A8MX34
CAPN14,684,A8MX76
A8MX80,341,A8MX80
GRXCR1,290,A8MXD5
A8MXE2,369,A8MXE2
FAM90A5P,464,A8MXJ8
VSTM5,200,A8MXK1
A8MXK9,166,A8MXK9
A8MXQ7,604,A8MXQ7
MAGEB17,336,A8MXT2
DEFB108A,73,A8MXU0
NUDT19,375,A8MXV4
CDRT15L2,281,A8MXV6
ZNF99,864,A8MXY4
FAM90A23P,464,A8MXZ1
KRTAP9-1,250,A8MXZ3
LACTBL1,500,A8MY62
CXorf49,514,A8MYA2
TMCO5B,307,A8MYB1
TTC34,566,A8MYJ7
ODF3B,253,A8MYP8
KCNU1,1149,A8MYU2
DCDC2C,355,A8MYV0
FAM25E,175,A8MYX2
MINDY4B,460,A8MYZ0
IQCF6,107,A8MYZ5
FOXO6,492,A8MYZ6
A8MZ25,164,A8MZ25
EFCAB9,197,A8MZ26
EVPLL,301,A8MZ36
LEUTX,168,A8MZ59
C2orf74,194,A8MZ97
GOLGA6L6,724,A8MZA4
PRR33,331,A8MZF0
C16orf90,182,A8MZG2
OOSP1,123,A8MZH6
COL6A5,2615,A8TX70
KPNA7,516,A9QM74
MIF4GD,222,A9UHW6
AHRR,701,A9YTQ3
FER1L4,1794,A9Z1Z3
UPK3BL1,263,B0FP48
MYO1G,1018,B0I1T2
KIR2DL5B,375,B0L653
HACD1,288,B0YJ81
PRR5-ARHGAP8,643,B1AHC4
C1orf196,125,B1AJZ1
FHAD1,1412,B1AJZ9
ESPN,854,B1AK53
SNURFL,121,B1AK76
ISM1,464,B1AKI9
NUTM2E,878,B1AL46
FAM155A,458,B1AL88
PALM2-AKAP2,433,B1ALY0
LINC00587,73,B1AMM8
IBA57-AS1,110,B1ANH7
WDR64,1081,B1ANS9
FAM220BP,271,B1ANY3
ZNF487,448,B1APH4
PRR32,298,B1ATL7
KLLN,178,B2CW77
B2RBV5,119,B2RBV5
RSPH10B2,870,B2RC85
CENPBD1,187,B2RD01
OR11H12,326,B2RN74
TRIM6-TRIM34,842,B2RNG4
C1QTNF9B,333,B2RNN3
HMGB1P1,211,B2RPK0
MYO9A,2548,B2RTY4
POTEC,542,B2RU33
VWC2L,222,B2RUY7
SMIM1,78,B2RUZ4
CFAP97D1,164,B2RV13
TMEM229A,380,B2RXF0
ZBTB42,422,B2RXF5
KDM4E,506,B2RXH2
BTBD18,712,B2RXH4
HNRNPCL2,293,B2RXH8
EPM2A,344,B3EWF7
FAM25A,89,B3EWG3
FAM25C,89,B3EWG5
FAM25G,89,B3EWG6
PATE3,98,B3GLJ2
SRRM5,715,B3KS81
IQCJ-SCHIP1,563,B3KU38
IDS,339,B3KWA1
TMEM114,223,B3SHH9
B4DEV8,164,B4DEV8
B4DFI2,165,B4DFI2
B4DGG1,531,B4DGG1
NBPF26,902,B4DH59
TMEM233,109,B4DJY2
CHURC1-FNTB,471,B4DL54
B4DLN1,442,B4DLN1
SHISA9,424,B4DS77
B4DSR2,109,B4DSR2
ZNF879,563,B4DU55
ZNF736,427,B4DX44
B4DXG7,233,B4DXG7
ZNF732,585,B4DXR9
SPATA31C2,1134,B4DYI2
TCP11X1,312,B4DZS4
B4E171,279,B4E171
B4E1Z4,1266,B4E1Z4
ANKRD66,251,B4E2M5
B5MCH6,92,B5MCH6
SEC14L6,397,B5MCN3
TDRD15,1934,B5MCY1
GGTLC3,225,B5MD39
EIF3CL,914,B5ME19
TARM1,271,B6A8C7
ERVV-1,477,B6SEH8
ERVV-2,535,B6SEH9
KCNJ18,433,B7U540
C2CD4D,353,B7Z1M9
C10orf142,130,B7Z368
LOC730098,87,B7Z3J9
ZNF814,855,B7Z6K7
TRDC,153,B7Z8K6
GPR89A,455,B7ZAQ6
PPP1R3G,358,B7ZBB8
KIF28P,967,B7ZC32
VARS2,1061,B7ZL25
LOC402624,203,B7ZLF3
HNRNPCL3,293,B7ZW38
SHISA8,397,B8ZZ34
B8ZZF3,427,B8ZZF3
FAM243A,251,B9A014
PRSS40A,160,B9A030
PRSS40B,149,B9A039
IGLL5,214,B9A064
TBC1D3L,549,B9A6J9
TMEM150C,249,B9EJG8
TCP10L2,353,B9ZVM9
WASH3P,463,C4AMC7
TSNAX-DISC1,188,C4P0D8
C9IYK1,514,C9IYK1
AJM1,976,C9J069
TRIM49D1,452,C9J1S8
EEF1E1-BLOC1S5,151,C9J1V9
ALG1L2,215,C9J202
NT5C1B-RDH14,533,C9J2C7
USP17L15,530,C9J2P7
C4orf51,202,C9J302
C5orf58,102,C9J3I9
TEX22,150,C9J3V5
C22orf46,243,C9J442
C9J4A7,227,C9J4A7
C19orf81,198,C9J6K1
RASA4B,803,C9J798
UMAD1,137,C9J7I0
C9JAW5,83,C9JAW5
KRBOX1,128,C9JBD0
FAM157A,383,C9JC47
C9JCJ5,164,C9JCJ5
HSBP1L1,74,C9JCN9
C9JDG7,156,C9JDG7
CLDN25,229,C9JDP6
C12orf77,145,C9JDV5
PATL2,543,C9JE40
PHGR1,82,C9JFL3
NPIPB4,1138,C9JG80
PRRT4,899,C9JH25
TMEM238,176,C9JI98
BTBD19,291,C9JJ37
USP17L10,530,C9JJH3
HHLA1,531,C9JL84
USP17L13,530,C9JLJ4
C11orf95,678,C9JLR9
MCRIP1,97,C9JLW8
ZNF878,531,C9JN71
DIRC3,131,C9JPN6
USP17L12,530,C9JPN9
TMEM232,657,C9JQI7
C9JQL5,133,C9JQL5
KBTBD13,458,C9JR72
AKR1B15,316,C9JRZ8
BHMG1,638,C9JSJ3
ANKRD63,380,C9JTQ0
ZZZ3,57,C9JUA4
ADM5,153,C9JUS6
C9JVG2,144,C9JVG2
USP17L11,530,C9JVI0
INAFM1,142,C9JVW0
C11orf94,98,C9JXX5
PRAC2,90,D3DTV9
KLRF2,207,D3W0D1
D6R8Y8,96,D6R8Y8
USP17L21,530,D6R901
USP17L18,530,D6R9N7
USP17L22,530,D6RA61
FAM47E-STBD1,191,D6RA91
D6RAR5,112,D6RAR5
D6RAT5,78,D6RAT5
USP17L23,183,D6RBM5
USP17L17,530,D6RBQ6
FAM153C,176,D6RCA3
USP17L19,530,D6RCP7
CFAP99,459,D6REC4
GOLGA8K,607,D6RF30
MCIDAS,385,D6RGH6
FAM90A26,464,D6RGX4
C4orf54,1793,D6RIA3
USP17L20,530,D6RJB6
STMP1,47,E0CX11
MUC22,1773,E2RYF6
HCG22,251,E2RYF7
PRSS46P,174,E5RG02
NPIPB11,1161,E5RHQ5
E5RI56,91,E5RI56
UPK3BL2,263,E5RIL1
C8orf87,101,E5RJ46
ANKRD65,399,E5RJM6
E5RJQ4,531,E5RJQ4
FTCDNL1,147,E5RQL4
PRSS44,344,E7EML9
E7ENQ6,273,E7ENQ6
E7ENX8,843,E7ENX8
E7EQ34,232,E7EQ34
E7EQL1,145,E7EQL1
RNF223,249,E7ERA6
E7ESA3,106,E7ESA3
ZNF587B,402,E7ETH6
PPP5D1,171,E7EU14
E7EUB6,86,E7EUB6
E7EVH7,732,E7EVH7
PROB1,1015,E7EW31
LRRN3,273,E7EW58
E7EWF7,191,E7EWF7
