Dm_FBgn,CG,name,len
FBgn0040236,CG12132,c11,1742
FBgn0040234,CG12149,c12,1403
FBgn0040235,CG12135,c12,259
FBgn0004863,CG7937,C15,339
FBgn0032078,CG9520,C1GalTA,388
FBgn0259228,CG42328,C3G,1571
FBgn0021742,CG1567,C901,559
FBgn0000247,CG31037,ca,1961
FBgn0264386,CG15899,Ca,3218
FBgn0001991,CG4894,Ca,2552
FBgn0259822,CG42403,Ca,844
FBgn0025678,CG5809,CaBP1,433
FBgn0263111,CG43368,cac,2110
FBgn0000250,CG5848,cact,500
FBgn0031114,CG1676,cactin,720
FBgn0000251,CG1759,cad,445
FBgn0036715,CG6445,Cad74A,1820
FBgn0261053,CG42601,Cad86C,1949
FBgn0037963,CG6977,Cad87A,1975
FBgn0038247,CG3389,Cad88C,1981
FBgn0038439,CG14900,Cad89D,2240
FBgn0022800,CG10244,Cad96Ca,773
FBgn0039294,CG13664,Cad96Cb,789
FBgn0039709,CG31009,Cad99C,1706
FBgn0015609,CG7100,CadN,3101
FBgn0262018,CG42829,CadN2,1799
FBgn0053653,CG33653,Cadps,1534
FBgn0030054,CG12109,Caf1,1183
FBgn0033526,CG12892,Caf1,747
FBgn0263979,CG4236,Caf1,430
FBgn0017414,CG12346,cag,225
FBgn0027844,CG7820,CAH1,270
FBgn0033542,CG12309,CAH13,527
FBgn0034554,CG15227,CAH14,295
FBgn0034560,CG9235,CAH15,332
FBgn0040628,CG18672,CAH16,286
FBgn0027843,CG6906,CAH2,335
FBgn0030056,CG11284,CAH3,250
FBgn0039235,CG10899,CAH4,279
FBgn0040629,CG18673,CAH5,302
FBgn0039838,CG3669,CAH6,298
FBgn0037788,CG3940,CAH7,304
FBgn0038956,CG5379,CAH8,303
FBgn0039486,CG6074,CAH9,311
FBgn0037646,CG11967,CAHbeta,255
FBgn0038478,CG5148,cal1,979
FBgn0012051,CG7563,CalpA,843
FBgn0025866,CG8107,CalpB,925
FBgn0260450,CG3692,CalpC,681
FBgn0005585,CG9429,Calr,406
FBgn0039928,CG11059,Cals,979
FBgn0013995,CG5685,Calx,973
FBgn0262166,CG8445,calypso,471
FBgn0000253,CG8472,Cam,149
FBgn0016126,CG1495,CaMKI,405
FBgn0264607,CG18069,CaMKII,531
FBgn0034210,CG6568,Camp,518
FBgn0259234,CG42332,Camta,2044
FBgn0011569,CG6577,can,942
FBgn0040233,CG33694,cana,1931
FBgn0267912,CG9819,CanA,584
FBgn0010015,CG1455,CanA1,622
FBgn0010014,CG4209,CanB,170
FBgn0015614,CG11217,CanB2,170
FBgn0027568,CG5366,Cand1,1248
FBgn0039680,CG1911,Cap,1380
FBgn0259876,CG34438,Cap,1351
FBgn0051989,CG31989,Cap,1267
FBgn0037831,CG14685,Cap,960
FBgn0033504,CG18408,CAP,2505
FBgn0039722,CG15520,Capa,151
FBgn0037100,CG14575,CapaR,477
FBgn0031883,CG11266,Caper,594
FBgn0042134,CG18811,Capr,961
FBgn0023095,CG11282,caps,811
FBgn0261458,CG33979,capt,783
FBgn0000256,CG3399,capu,1361
FBgn0000257,CG12230,car,639
FBgn0029962,CG1402,CARPA,333
FBgn0052698,CG32698,CARPB,327
FBgn0032879,CG9317,CarT,674
FBgn0004878,CG2102,cas,793
FBgn0013759,CG6703,CASK,929
FBgn0034068,CG8400,casp,695
FBgn0286781,CG6582,cass,536
FBgn0000261,CG6871,Cat,506
FBgn0029093,CG1548,cathD,392
FBgn0024249,CG7760,cato,189
FBgn0002022,CG10449,Catsup,449
FBgn0015919,CG10605,caup,693
FBgn0026257,CG6219,cav,345
FBgn0285954,CG3606,caz,399
FBgn0033842,CG5970,cbc,423
FBgn0020224,CG7037,Cbl,878
FBgn0026144,CG1435,CBP,551
FBgn0022943,CG12357,Cbp20,154
FBgn0004580,CG6702,Cbp53E,310
FBgn0022942,CG7035,Cbp80,800
FBgn0086757,CG4840,cbs,611
FBgn0031148,CG1753,Cbs,522
FBgn0043364,CG4427,cbt,428
FBgn0067317,CG13415,Cby,132
FBgn0263113,CG43370,Cc2d2a,1336
FBgn0039396,CG33344,CCAP,494
FBgn0039007,CG4910,CCAP,155
FBgn0036219,CG14127,CCDC151,614
FBgn0031979,CG7429,CCDC53,176
FBgn0261353,CG7319,Ccdc56,87
FBgn0036909,CG15881,Ccdc58,136
FBgn0050106,CG30106,CCHa1,499
FBgn0038199,CG14358,CCHa1,182
FBgn0033058,CG14593,CCHa2,501
FBgn0038147,CG14375,CCHa2,136
FBgn0038925,CG6022,Cchl,281
FBgn0259231,CG42301,CCKLR,673
FBgn0030954,CG32540,CCKLR,584
FBgn0038331,CG5073,Ccm3,208
FBgn0052183,CG32183,Ccn,470
FBgn0004783,CG2360,Ccp84Aa,205
FBgn0004782,CG1252,Ccp84Ab,221
FBgn0004781,CG1327,Ccp84Ac,217
FBgn0004780,CG2341,Ccp84Ad,199
FBgn0004779,CG1330,Ccp84Ae,208
FBgn0004778,CG1331,Ccp84Af,151
FBgn0004777,CG2342,Ccp84Ag,191
FBgn0010531,CG17753,Ccs,264
FBgn0003676,CG5374,CCT1,557
FBgn0030086,CG7033,CCT2,535
FBgn0015019,CG8977,CCT3,544
FBgn0032444,CG5525,CCT4,533
FBgn0010621,CG8439,CCT5,542
FBgn0027329,CG8231,CCT6,533
FBgn0037632,CG8351,CCT7,544
FBgn0284436,CG8258,CCT8,546
FBgn0267592,CG45930,CCY,1333
FBgn0035470,CG14980,Ccz1,485
FBgn0263986,CG6969,cd,830
FBgn0037533,CG2791,CD98hc,567
FBgn0052499,CG32499,Cda4,486
FBgn0051973,CG31973,Cda5,1998
FBgn0034197,CG15918,Cda9,397
FBgn0039774,CG1471,CDase,704
FBgn0031952,CG7134,cdc14,1052
FBgn0025781,CG6759,Cdc16,718
FBgn0032863,CG2508,Cdc23,678
FBgn0012058,CG8610,Cdc27,900
FBgn0013435,CG1362,Cdc2rk,387
FBgn0011573,CG12019,Cdc37,389
FBgn0010341,CG12530,Cdc42,191
FBgn0026143,CG3658,CDC45L,575
FBgn0265574,CG6905,Cdc5,814
FBgn0030752,CG9947,CDC50,357
FBgn0035918,CG5971,Cdc6,662
FBgn0028360,CG32742,Cdc7,700
FBgn0265082,CG44193,Cdep,4273
FBgn0032821,CG10538,CdGAPr,1843
FBgn0004876,CG6027,cdi,1213
FBgn0038865,CG10824,cDIP,554
FBgn0004106,CG5363,Cdk1,297
FBgn0037093,CG7597,Cdk12,1157
FBgn0004107,CG10498,Cdk2,314
FBgn0030269,CG18292,CDK2AP1,295
FBgn0016131,CG5072,Cdk4,317
FBgn0013762,CG8203,Cdk5,294
FBgn0027491,CG5387,Cdk5alpha,472
FBgn0263237,CG3319,Cdk7,353
FBgn0015618,CG10572,Cdk8,454
FBgn0019949,CG5179,Cdk9,404
FBgn0026141,CG5450,Cdlc2,89
FBgn0261532,CG7212,cdm,971
FBgn0010350,CG7962,Cds,447
FBgn0000276,CG1365,CecA1,63
FBgn0000277,CG1367,CecA2,63
FBgn0000278,CG1878,CecB,63
FBgn0000279,CG1373,CecC,63
FBgn0029092,CG11804,ced,533
FBgn0032409,CG5336,Ced,724
FBgn0032876,CG1962,Cen,790
FBgn0039056,CG6742,CenB1A,828
FBgn0028509,CG31811,CenG1A,995
FBgn0266916,CG31258,Cenp,1411
FBgn0036480,CG17081,Cep135,1065
FBgn0035168,CG13889,cep290,1978
FBgn0266708,CG8214,Cep89,476
FBgn0031575,CG3980,Cep97,806
FBgn0034443,CG10460,cer,79
FBgn0037315,CG16708,Cerk,687
FBgn0027569,CG7207,cert,601
FBgn0030657,CG15645,cerv,230
FBgn0000286,CG11924,Cf2,537
FBgn0030121,CG17446,Cfp1,663
FBgn0000289,CG8367,cg,837
FBgn0039596,CG10000,CG10000,558
FBgn0037972,CG10005,CG10005,231
FBgn0039590,CG10011,CG10011,2119
FBgn0038012,CG10013,CG10013,465
FBgn0038000,CG10014,CG10014,421
FBgn0031568,CG10019,CG10019,1104
FBgn0032785,CG10026,CG10026,299
FBgn0037498,CG10029,CG10029,410
FBgn0031563,CG10031,CG10031,129
FBgn0038028,CG10035,CG10035,286
FBgn0038013,CG10038,CG10038,325
FBgn0038014,CG10041,CG10041,287
FBgn0037492,CG10050,CG10050,251
FBgn0034437,CG10051,CG10051,866
FBgn0037490,CG10053,CG10053,266
FBgn0037482,CG10055,CG10055,608
FBgn0034439,CG10062,CG10062,868
FBgn0035727,CG10063,CG10063,212
FBgn0035724,CG10064,CG10064,742
FBgn0037473,CG10068,CG10068,316
FBgn0034440,CG10073,CG10073,881
FBgn0035722,CG10075,CG10075,259
FBgn0035720,CG10077,CG10077,818
FBgn0034441,CG10081,CG10081,875
FBgn0034644,CG10082,CG10082,902
FBgn0037517,CG10086,CG10086,469
FBgn0036369,CG10089,CG10089,447
FBgn0038032,CG10096,CG10096,502
FBgn0038033,CG10097,CG10097,501
FBgn0037472,CG10098,CG10098,353
FBgn0035715,CG10103,CG10103,417
FBgn0033933,CG10104,CG10104,404
FBgn0036367,CG10116,CG10116,289
FBgn0038088,CG10126,CG10126,227
FBgn0032798,CG10132,CG10132,1361
FBgn0032800,CG10137,CG10137,941
FBgn0033951,CG10139,CG10139,224
FBgn0036363,CG10140,CG10140,297
FBgn0035702,CG10147,CG10147,448
FBgn0033960,CG10151,CG10151,680
FBgn0036361,CG10154,CG10154,316
FBgn0035697,CG10163,CG10163,378
FBgn0039088,CG10164,CG10164,386
FBgn0032801,CG10165,CG10165,228
FBgn0032799,CG10166,CG10166,241
FBgn0036353,CG10171,CG10171,334
FBgn0039084,CG10175,CG10175,707
FBgn0039083,CG10177,CG10177,411
FBgn0039091,CG10182,CG10182,699
FBgn0039093,CG10183,CG10183,685
FBgn0039094,CG10184,CG10184,383
FBgn0038397,CG10185,CG10185,1732
FBgn0032796,CG10188,CG10188,1319
FBgn0032793,CG10189,CG10189,405
FBgn0032790,CG10194,CG10194,351
FBgn0032787,CG10195,CG10195,361
FBgn0033970,CG10205,CG10205,224
FBgn0039118,CG10208,CG10208,276
FBgn0033971,CG10209,CG10209,530
FBgn0032685,CG10211,CG10211,1394
FBgn0039115,CG10214,CG10214,211
FBgn0039113,CG10217,CG10217,619
FBgn0036356,CG10222,CG10222,307
FBgn0035695,CG10226,CG10226,1320
FBgn0039108,CG10232,CG10232,509
FBgn0032783,CG10237,CG10237,324
FBgn0027514,CG1024,CG1024,543
FBgn0039104,CG10252,CG10252,229
FBgn0027512,CG10254,CG10254,1398
FBgn0033985,CG10257,CG10257,228
FBgn0038394,CG10264,CG10264,270
FBgn0033990,CG10265,CG10265,340
FBgn0032811,CG10268,CG10268,189
FBgn0035690,CG10274,CG10274,863
FBgn0037395,CG10280,CG10280,362
FBgn0032681,CG10283,CG10283,746
FBgn0037439,CG10286,CG10286,625
FBgn0037432,CG10298,CG10298,187
FBgn0039107,CG10300,CG10300,311
FBgn0039106,CG10301,CG10301,306
FBgn0034655,CG10307,CG10307,341
FBgn0038420,CG10311,CG10311,165
FBgn0038423,CG10317,CG10317,215
FBgn0034643,CG10321,CG10321,855
FBgn0038454,CG10324,CG10324,543
FBgn0260455,CG10332,CG10332,111
FBgn0032690,CG10333,CG10333,822
FBgn0032698,CG10336,CG10336,307
FBgn0032805,CG10337,CG10337,239
FBgn0032700,CG10338,CG10338,417
FBgn0034972,CG10339,CG10339,603
FBgn0022344,CG10340,CG10340,278
FBgn0032701,CG10341,CG10341,564
FBgn0032703,CG10343,CG10343,214
FBgn0034729,CG10344,CG10344,278
FBgn0027562,CG10345,CG10345,552
FBgn0030342,CG10347,CG10347,580
FBgn0032707,CG10348,CG10348,540
FBgn0030348,CG10352,CG10352,315
FBgn0030349,CG10353,CG10353,1029
FBgn0035453,CG10357,CG10357,321
FBgn0035452,CG10359,CG10359,485
FBgn0036208,CG10361,CG10361,417
FBgn0030358,CG10362,CG10362,1037
FBgn0039109,CG10365,CG10365,284
FBgn0032814,CG10366,CG10366,578
FBgn0039116,CG10375,CG10375,254
FBgn0032702,CG10376,CG10376,428
FBgn0032699,CG10383,CG10383,784
FBgn0034731,CG10384,CG10384,492
FBgn0033019,CG10395,CG10395,281
FBgn0038431,CG10405,CG10405,268
FBgn0038395,CG10407,CG10407,263
FBgn0032689,CG10413,CG10413,941
FBgn0033021,CG10417,CG10417,662
FBgn0036277,CG10418,CG10418,95
FBgn0039304,CG10425,CG10425,336
FBgn0032724,CG10428,CG10428,585
FBgn0032730,CG10431,CG10431,762
FBgn0034638,CG10433,CG10433,127
FBgn0037539,CG10435,CG10435,495
FBgn0034494,CG10444,CG10444,587
FBgn0037531,CG10445,CG10445,945
FBgn0033440,CG10459,CG10459,322
FBgn0032815,CG10462,CG10462,812
FBgn0032819,CG10463,CG10463,604
FBgn0033017,CG10465,CG10465,301
FBgn0032822,CG10466,CG10466,154
FBgn0035679,CG10467,CG10467,364
FBgn0035678,CG10469,CG10469,267
FBgn0032746,CG10470,CG10470,183
FBgn0035670,CG10472,CG10472,290
FBgn0034427,CG10474,CG10474,341
FBgn0035661,CG10477,CG10477,272
FBgn0035656,CG10479,CG10479,379
FBgn0032827,CG10481,CG10481,646
FBgn0035649,CG10483,CG10483,671
FBgn0035647,CG10486,CG10486,706
FBgn0032748,CG10492,CG10492,810
FBgn0034634,CG10494,CG10494,523
FBgn0032750,CG10495,CG10495,396
FBgn0034612,CG10505,CG10505,1312
FBgn0037060,CG10508,CG10508,733
FBgn0037059,CG10510,CG10510,523
FBgn0037057,CG10512,CG10512,446
FBgn0039311,CG10513,CG10513,422
FBgn0039312,CG10514,CG10514,413
FBgn0036549,CG10516,CG10516,342
FBgn0034583,CG10527,CG10527,296
FBgn0034570,CG10543,CG10543,1635
FBgn0039321,CG10550,CG10550,425
FBgn0039324,CG10553,CG10553,414
FBgn0030034,CG10555,CG10555,926
FBgn0039323,CG10559,CG10559,415
FBgn0039325,CG10560,CG10560,414
FBgn0002036,CG10561,CG10561,504
FBgn0039326,CG10562,CG10562,405
FBgn0037051,CG10565,CG10565,646
FBgn0040992,CG10570,CG10570,73
FBgn0035630,CG10576,CG10576,391
FBgn0037046,CG10581,CG10581,189
FBgn0037045,CG10584,CG10584,274
FBgn0037039,CG10587,CG10587,289
FBgn0037037,CG10588,CG10588,1058
FBgn0037035,CG10589,CG10589,386
FBgn0035621,CG10591,CG10591,312
FBgn0030832,CG10597,CG10597,200
FBgn0003057,CG10598,CG10598,173
FBgn0032717,CG10600,CG10600,1406
FBgn0032721,CG10602,CG10602,684
FBgn0036286,CG10616,CG10616,508
FBgn0032726,CG10621,CG10621,331
FBgn0032727,CG10623,CG10623,331
FBgn0032818,CG10628,CG10628,383
FBgn0032817,CG10631,CG10631,3781
FBgn0036290,CG10638,CG10638,317
FBgn0036292,CG10646,CG10646,383
FBgn0046302,CG10650,CG10650,425
FBgn0032853,CG10651,CG10651,316
FBgn0036294,CG10654,CG10654,412
FBgn0036289,CG10657,CG10657,334
FBgn0036288,CG10660,CG10660,487
FBgn0036287,CG10663,CG10663,748
FBgn0039329,CG10669,CG10669,933
FBgn0035588,CG10672,CG10672,317
FBgn0035592,CG10674,CG10674,108
FBgn0032836,CG10680,CG10680,251
FBgn0036291,CG10681,CG10681,212
FBgn0039147,CG10694,CG10694,290
FBgn0032754,CG10700,CG10700,539
FBgn0032752,CG10702,CG10702,946
FBgn0036377,CG10710,CG10710,709
FBgn0036360,CG10713,CG10713,475
FBgn0036362,CG10725,CG10725,269
FBgn0032843,CG10730,CG10730,644
FBgn0034081,CG10731,CG10731,203
FBgn0034082,CG10734,CG10734,368
FBgn0034420,CG10737,CG10737,955
FBgn0036368,CG10738,CG10738,1250
FBgn0037250,CG1074,CG1074,488
FBgn0032845,CG10747,CG10747,328
FBgn0036327,CG10748,CG10748,349
FBgn0036328,CG10749,CG10749,347
FBgn0032769,CG10750,CG10750,331
FBgn0036325,CG10752,CG10752,539
FBgn0030015,CG10761,CG10761,323
FBgn0034221,CG10764,CG10764,523
FBgn0037405,CG1077,CG1077,730
FBgn0029980,CG10778,CG10778,300
FBgn0029656,CG10793,CG10793,479
FBgn0034626,CG10795,CG10795,203
FBgn0033821,CG10799,CG10799,166
FBgn0029660,CG10801,CG10801,558
FBgn0029664,CG10802,CG10802,436
FBgn0029666,CG10803,CG10803,637
FBgn0029663,CG10804,CG10804,726
FBgn0036052,CG10809,CG10809,358
FBgn0033830,CG10814,CG10814,402
FBgn0034478,CG10822,CG10822,114
FBgn0032972,CG10834,CG10834,97
FBgn0028858,CG10839,CG10839,182
FBgn0038163,CG10841,CG10841,728
FBgn0039246,CG10845,CG10845,463
FBgn0035478,CG10853,CG10853,155
FBgn0032520,CG10859,CG10859,627
FBgn0035455,CG10862,CG10862,354
FBgn0027552,CG10863,CG10863,316
FBgn0038621,CG10864,CG10864,389
FBgn0035475,CG10866,CG10866,224
FBgn0031347,CG10869,CG10869,659
FBgn0031395,CG10874,CG10874,317
FBgn0038804,CG10877,CG10877,441
FBgn0031398,CG10880,CG10880,279
FBgn0038773,CG10887,CG10887,676
FBgn0038769,CG10889,CG10889,540
FBgn0037911,CG10898,CG10898,340
FBgn0037238,CG1090,CG1090,633
FBgn0037543,CG10903,CG10903,276
FBgn0034945,CG10904,CG10904,266
FBgn0036207,CG10907,CG10907,502
FBgn0038090,CG10909,CG10909,349
FBgn0034289,CG10910,CG10910,623
FBgn0034295,CG10911,CG10911,359
FBgn0034296,CG10912,CG10912,271
FBgn0034307,CG10914,CG10914,624
FBgn0034308,CG10915,CG10915,609
FBgn0034312,CG10916,CG10916,263
FBgn0031178,CG10918,CG10918,183
FBgn0037514,CG10919,CG10919,187
FBgn0037228,CG1092,CG1092,394
FBgn0029963,CG10920,CG10920,397
FBgn0034360,CG10927,CG10927,360
FBgn0034274,CG10931,CG10931,345
FBgn0029969,CG10932,CG10932,410
FBgn0034263,CG10934,CG10934,194
FBgn0034253,CG10936,CG10936,1524
FBgn0010620,CG10939,CG10939,296
FBgn0036320,CG10943,CG10943,308
FBgn0032857,CG10947,CG10947,404
FBgn0036317,CG10948,CG10948,804
FBgn0032858,CG10949,CG10949,459
FBgn0034205,CG10950,CG10950,586
FBgn0034204,CG10953,CG10953,278
FBgn0030004,CG10958,CG10958,743
FBgn0030010,CG10959,CG10959,443
FBgn0036316,CG10960,CG10960,539
FBgn0030073,CG10962,CG10962,249
FBgn0036310,CG10969,CG10969,697
FBgn0030078,CG10970,CG10970,103
FBgn0036306,CG10973,CG10973,306
FBgn0037379,CG10979,CG10979,959
FBgn0036305,CG10984,CG10984,658
FBgn0030524,CG10993,CG10993,210
FBgn0030525,CG10996,CG10996,392
FBgn0263353,CG11000,CG11000,332
FBgn0034455,CG11007,CG11007,271
FBgn0034464,CG11018,CG11018,317
FBgn0031208,CG11023,CG11023,480
FBgn0031735,CG11029,CG11029,447
FBgn0037235,CG1103,CG1103,230
FBgn0031736,CG11030,CG11030,332
FBgn0031741,CG11034,CG11034,751
FBgn0037544,CG11035,CG11035,231
FBgn0037038,CG11037,CG11037,292
FBgn0034481,CG11041,CG11041,155
FBgn0034484,CG11044,CG11044,511
FBgn0037465,CG1105,CG1105,422
FBgn0031836,CG11050,CG11050,388
FBgn0040524,CG11052,CG11052,149
FBgn0033149,CG11060,CG11060,706
FBgn0030536,CG11068,CG11068,299
FBgn0039244,CG11069,CG11069,604
FBgn0028467,CG11070,CG11070,993
FBgn0034693,CG11073,CG11073,1056
FBgn0039929,CG11076,CG11076,279
FBgn0039930,CG11077,CG11077,168
FBgn0030408,CG11085,CG11085,295
FBgn0039241,CG11089,CG11089,590
FBgn0030528,CG11095,CG11095,283
FBgn0034485,CG11099,CG11099,378
FBgn0030522,CG11103,CG11103,172
FBgn0030280,CG11106,CG11106,112
FBgn0037200,CG11109,CG11109,439
FBgn0034535,CG11110,CG11110,171
FBgn0033164,CG11112,CG11112,197
FBgn0033165,CG11113,CG11113,138
FBgn0030266,CG11122,CG11122,3539
FBgn0033169,CG11123,CG11123,665
FBgn0033174,CG11125,CG11125,388
FBgn0033178,CG11127,CG11127,449
FBgn0037304,CG1113,CG1113,562
FBgn0037204,CG11131,CG11131,229
FBgn0030518,CG11134,CG11134,227
FBgn0037199,CG11137,CG11137,166
FBgn0033177,CG11141,CG11141,710
FBgn0033168,CG11145,CG11145,149
FBgn0031734,CG11147,CG11147,711
FBgn0031732,CG11149,CG11149,493
FBgn0030519,CG11151,CG11151,115
FBgn0039927,CG11155,CG11155,910
FBgn0030511,CG11158,CG11158,344
FBgn0034539,CG11159,CG11159,146
FBgn0037297,CG1116,CG1116,443
FBgn0030509,CG11162,CG11162,278
FBgn0030507,CG11164,CG11164,340
FBgn0039249,CG11168,CG11168,863
FBgn0034705,CG11170,CG11170,348
FBgn0030499,CG11178,CG11178,707
FBgn0034528,CG11180,CG11180,726
FBgn0033249,CG11191,CG11191,303
FBgn0034507,CG11192,CG11192,279
FBgn0034500,CG11200,CG11200,355
FBgn0033259,CG11210,CG11210,760
FBgn0033067,CG11211,CG11211,176
FBgn0037195,CG11226,CG11226,196
FBgn0031139,CG11227,CG11227,764
FBgn0031860,CG11236,CG11236,341
FBgn0037290,CG1124,CG1124,246
FBgn0037186,CG11241,CG11241,518
FBgn0037120,CG11247,CG11247,522
FBgn0037117,CG11248,CG11248,830
FBgn0037115,CG11249,CG11249,642
FBgn0036346,CG11251,CG11251,338
FBgn0034442,CG11257,CG11257,535
FBgn0036332,CG11261,CG11261,670
FBgn0036329,CG11262,CG11262,702
FBgn0036330,CG11263,CG11263,265
FBgn0036334,CG11267,CG11267,103
FBgn0034700,CG11269,CG11269,107
FBgn0034706,CG11275,CG11275,417
FBgn0036342,CG11279,CG11279,102
FBgn0037516,CG11286,CG11286,191
FBgn0037279,CG1129,CG1129,369
FBgn0034713,CG11291,CG11291,308
FBgn0030058,CG11294,CG11294,261
FBgn0034721,CG11298,CG11298,152
FBgn0034901,CG11300,CG11300,157
FBgn0037106,CG11307,CG11307,404
FBgn0037070,CG11309,CG11309,358
FBgn0039798,CG11313,CG11313,370
FBgn0039816,CG11317,CG11317,298
FBgn0039818,CG11318,CG11318,802
FBgn0031835,CG11319,CG11319,940
FBgn0031856,CG11322,CG11322,480
FBgn0031849,CG11327,CG11327,475
FBgn0039850,CG11333,CG11333,204
FBgn0039849,CG11334,CG11334,364
FBgn0035537,CG11342,CG11342,238
FBgn0035546,CG11345,CG11345,242
FBgn0035550,CG11349,CG11349,629
FBgn0035552,CG11350,CG11350,456
FBgn0035557,CG11353,CG11353,754
FBgn0030375,CG11356,CG11356,248
FBgn0035558,CG11357,CG11357,434
FBgn0035490,CG1136,CG1136,458
FBgn0039920,CG11360,CG11360,628
FBgn0034737,CG11362,CG11362,111
FBgn0037185,CG11367,CG11367,362
FBgn0040923,CG11368,CG11368,65
FBgn0029951,CG11369,CG11369,667
FBgn0037454,CG1137,CG1137,379
FBgn0037181,CG11370,CG11370,346
FBgn0040679,CG11373,CG11373,59
FBgn0031214,CG11374,CG11374,401
FBgn0031217,CG11377,CG11377,374
FBgn0040364,CG11378,CG11378,312
FBgn0040362,CG11379,CG11379,201
FBgn0037456,CG1138,CG1138,290
FBgn0040359,CG11380,CG11380,569
FBgn0029568,CG11381,CG11381,436
FBgn0040367,CG11382,CG11382,505
FBgn0040363,CG11384,CG11384,588
FBgn0034959,CG11388,CG11388,458
FBgn0035300,CG1139,CG1139,451
FBgn0038732,CG11391,CG11391,542
FBgn0037022,CG11396,CG11396,484
FBgn0040366,CG11398,CG11398,329
FBgn0037021,CG11399,CG11399,920
FBgn0034198,CG11400,CG11400,198
FBgn0026876,CG11403,CG11403,861
FBgn0037169,CG11404,CG11404,189
FBgn0034990,CG11406,CG11406,396
FBgn0038733,CG11407,CG11407,538
FBgn0024366,CG11409,CG11409,1279
FBgn0035022,CG11413,CG11413,142
FBgn0035024,CG11414,CG11414,867
FBgn0024364,CG11417,CG11417,771
FBgn0037504,CG1142,CG1142,281
FBgn0037167,CG11425,CG11425,305
FBgn0037166,CG11426,CG11426,340
FBgn0035359,CG1143,CG1143,296
FBgn0029713,CG11436,CG11436,465
FBgn0037165,CG11437,CG11437,305
FBgn0037164,CG11438,CG11438,341
FBgn0029715,CG11444,CG11444,215
FBgn0038737,CG11447,CG11447,250
FBgn0024985,CG11448,CG11448,486
FBgn0037162,CG11449,CG11449,538
FBgn0038734,CG11453,CG11453,539
FBgn0031224,CG11454,CG11454,238
FBgn0037031,CG11456,CG11456,445
FBgn0040637,CG11458,CG11458,98
FBgn0037396,CG11459,CG11459,336
FBgn0035346,CG1146,CG1146,315
FBgn0039671,CG11470,CG11470,230
FBgn0034688,CG11474,CG11474,436
FBgn0034687,CG11475,CG11475,464
FBgn0035397,CG11486,CG11486,790
FBgn0039749,CG11498,CG11498,571
FBgn0039733,CG11504,CG11504,410
FBgn0037156,CG11523,CG11523,158
FBgn0036264,CG11529,CG11529,287
FBgn0046296,CG11534,CG11534,492
FBgn0035400,CG11537,CG11537,705
FBgn0039859,CG11539,CG11539,200
FBgn0039864,CG11550,CG11550,298
FBgn0086856,CG11555,CG11555,221
FBgn0036249,CG11560,CG11560,307
FBgn0031247,CG11562,CG11562,125
FBgn0039868,CG11563,CG11563,207
FBgn0031159,CG11566,CG11566,590
FBgn0036230,CG11570,CG11570,262
FBgn0030540,CG11581,CG11581,334
FBgn0035524,CG32253,CG11583,356
FBgn0030541,CG11584,CG11584,662
FBgn0030543,CG11585,CG11585,342
FBgn0035520,CG11586,CG11586,194
FBgn0036221,CG11588,CG11588,270
FBgn0030545,CG11590,CG11590,198
FBgn0035488,CG11593,CG11593,484
FBgn0035484,CG11594,CG11594,548
FBgn0023522,CG11596,CG11596,456
FBgn0036212,CG11597,CG11597,317
FBgn0038067,CG11598,CG11598,388
FBgn0038068,CG11600,CG11600,406
FBgn0031244,CG11601,CG11601,275
FBgn0038069,CG11608,CG11608,430
FBgn0037313,CG1161,CG1161,227
FBgn0031232,CG11617,CG11617,294
FBgn0036836,CG11619,CG11619,699
FBgn0038705,CG11626,CG11626,379
FBgn0032965,CG11629,CG11629,463
FBgn0032964,CG11630,CG11630,631
FBgn0032968,CG11634,CG11634,298
FBgn0033283,CG11635,CG11635,286
FBgn0040351,CG11638,CG11638,387
FBgn0030638,CG11655,CG11655,455
FBgn0038109,CG11656,CG11656,291
FBgn0036196,CG11658,CG11658,351
FBgn0038731,CG11659,CG11659,546
FBgn0029539,CG11663,CG11663,152
FBgn0040341,CG11664,CG11664,254
FBgn0033028,CG11665,CG11665,658
FBgn0040648,CG11666,CG11666,96
FBgn0038113,CG11668,CG11668,398
FBgn0038114,CG11670,CG11670,404
FBgn0037563,CG11672,CG11672,240
FBgn0030551,CG11674,CG11674,344
FBgn0030678,CG11679,CG11679,420
FBgn0040551,CG11686,CG11686,70
FBgn0037570,CG11693,CG11693,323
FBgn0037571,CG11694,CG11694,261
FBgn0030316,CG11695,CG11695,544
FBgn0030314,CG11696,CG11696,664
FBgn0037572,CG11698,CG11698,262
FBgn0030311,CG11699,CG11699,146
FBgn0029856,CG11700,CG11700,301
FBgn0038690,CG11703,CG11703,353
FBgn0031115,CG11710,CG11710,513
FBgn0036170,CG11714,CG11714,383
FBgn0264712,CG1172,CG1172,249
FBgn0037777,CG11722,CG11722,203
FBgn0031391,CG11723,CG11723,350
FBgn0036156,CG11726,CG11726,291
FBgn0037592,CG11737,CG11737,455
FBgn0040531,CG11741,CG11741,67
FBgn0030292,CG11752,CG11752,109
FBgn0037603,CG11753,CG11753,160
FBgn0037611,CG11755,CG11755,154
FBgn0030290,CG11756,CG11756,203
FBgn0037615,CG11760,CG11760,149
FBgn0037625,CG11768,CG11768,494
FBgn0039252,CG11771,CG11771,730
FBgn0033527,CG11777,CG11777,161
